Category,Code,Arabic,English,الأداة,الكود,الاسم التجاري,Product Name,التركيبة,Blend Composition,الوصف التسويقي للنكهة (للعميل),Marketing Description,المقاييس بالعربي,Flavor Metrics,ملاحظات التحضير,Brewing Notes,الاسم التجاري الجديد,الوصف التسويقي (يركز على الصحة والنكهة),كثافة التحميص,Roast Level,التحميص,Roast,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,TRB-204,سهل حشيش,Sahl Hasheesh,٧٠٪ جواتيمالا • ١٥٪ هندي • ١٥٪ فيتنامي,70% Guatemala + 15% Indian + 15% Vietnamese,استرخاء على الشاطئ، فنجان ناعم يجمع بين حلاوة الشوكولاتة البيضاء والفانيليا وجوز الهند.,"Signature cup.
Flavor profile: chocolate, vanilla; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-205,القرنة,Al-Qurna,٤٥٪ بيرو • ٣٥٪ حبشي • ٢٠٪ يمني,45% Peru + 35% Ethiopian + 20% Yemeni,فنجان فاكهي وعطري، يجمع بين حلاوة المشمش ورائحة الزهور مع حلاوة عسل السدر الفاخرة.,"Luxurious cup.
Flavor profile: honey, floral; high acidity; medium-full body.",رغوة 5 / قوام 4 / حمضية 5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 4 / Acidity 5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-207,الحسين,Al-Hussein,٥٥٪ برازيلي • ٢٥٪ يمني • ٢٠٪ بيرو,55% Brazilian + 25% Yemeni + 20% Peru,فنجان شعبي وأصيل كأجواء الحسين، يجمع بين نكهة المكسرات المحمصة وحلاوة التمر والشوكولاتة.,"Signature cup.
Flavor profile: chocolate, date; balanced acidity; full body.",رغوة 5 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-208,أسوان,Aswan,٥٠٪ حبشي • ٣٥٪ بيرو • ١٥٪ هندي روبيستا,50% Ethiopian + 35% Peru + 15% Indian Robusta,دفء أسوان في فنجان، يجمع بين حلاوة التين المجفف والتوابل الدافئة وعمق الكاكاو.,"Comforting cup.
Flavor profile: cocoa; bright acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 4 / مرارة 0.5 / نكهة 5 / رائحة 5,Foam 4 / Body 4.5 / Acidity 4 / Bitterness 0.5 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-210,شالي,Shali,٦٥٪ جواتيمالا • ١٥٪ حبشي • ١٥٪ فيتنامي • ٥٪ يمني,65% Guatemala + 15% Ethiopian + 15% Vietnamese + 5% Yemeni,فنجان أنيق، يجمع بين حلاوة الخوخ ونكهة الشاي الأسود الراقية مع حلاوة العسل الصافي.,"Signature cup.
Flavor profile: honey, peach; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-211,دهب,Dahab,٥٠٪ أوغندي • ٣٠٪ كيني • ٢٠٪ حبشي,50% Ugandan + 30% Kenyan + 20% Ethiopian,مغامرة في دهب، فنجان يجمع بين حلاوة الفواكه الاستوائية والكراميل مع قوام غني وممتلئ.,"Signature cup.
Flavor profile: caramel; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-212,الفيوم,Fayoum,٦٠٪ بيرو • ٢٠٪ يمني • ٢٠٪ فيتنامي,60% Peru + 20% Yemeni + 20% Vietnamese,هدوء وجمال الفيوم، فنجان يجمع بين حلاوة الكمثرى والفانيليا مع لمسة دخانية خفيفة.,"Signature cup.
Flavor profile: vanilla; bright acidity; full body.",رغوة 4 / قوام 5 / حمضية 4 / مرارة 1 / نكهة 4 / رائحة 5,Foam 4 / Body 5 / Acidity 4 / Bitterness 1 / Flavor 4 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-213,الأقصر,Luxor,٤٥٪ كولومبي • ٣٥٪ هندي • ٢٠٪ إندونيسي,45% Colombian + 35% Indian + 20% Indonesian,عظمة الأقصر في فنجان، يجمع بين دفء القرفة وحلاوة الكراميل وجوز الهند المحمص.,"Comforting cup.
Flavor profile: caramel, cinnamon; bright acidity; medium-full body.",رغوة 5 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 5 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,داكن خفيف,Dark,,,,,,
,,,,,TRB-214,الساحل الشمالي,North Coast,٦٠٪ كوستا ريكي • ١٥٪ حبشي • ١٥٪ برازيلي • ١٠٪ جواتيمالا,60% Costa Rican + 15% Ethiopian + 15% Brazilian + 10% Guatemala,انتعاش الساحل، فنجان يجمع بين حمضية الفواكه المنعشة وحلاوة العسل الأبيض ورائحة الزهور.,"Refreshing cup.
Flavor profile: honey, floral; bright acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 4.5 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-215,فيلة,Philae,٤٠٪ حبشي • ٤٠٪ بيرو • ٢٠٪ أوغندي,40% Ethiopian + 40% Peru + 20% Ugandan,سحر معبد فيلة، فنجان فاكهي غني يجمع بين حلاوة المشمش المجفف والبرقوق.,"Signature cup.
Flavor profile: high acidity; full body.",رغوة 5 / قوام 5 / حمضية 5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-216,مصر القديمة,Old Cairo,٥٥٪ يمني • ٢٥٪ جواتيمالا • ٢٠٪ فيتنامي,55% Yemeni + 25% Guatemala + 20% Vietnamese,رحلة إلى مصر القديمة، فنجان يجمع بين حلاوة التمر وعمق الكاكاو الخام والتوابل الشرقية الأصيلة.,"A journey in a cup.
Flavor profile: cocoa, date; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-217,هليوبوليس,Heliopolis,٥٠٪ كيني • ٣٠٪ هندي أرابيكا • ٢٠٪ برازيلي,50% Kenyan + 30% Indian Arabica + 20% Brazilian,أناقة هليوبوليس، فنجان يجمع بين حلاوة التوت الأسود والفستق مع عمق الشوكولاتة.,"Signature cup.
Flavor profile: chocolate, berry; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 5,Foam 5 / Body 5 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-218,جاردن سيتي,Garden City,٦٥٪ جواتيمالا • ٢٠٪ بيرو • ١٠٪ برازيلي • ٥٪ يمني,65% Guatemala + 20% Peru + 10% Brazilian + 5% Yemeni,هدوء جاردن سيتي، فنجان يجمع بين نعومة شوكولاتة الحليب وحلاوة العسل مع لمسة خشبية دافئة.,"Signature cup.
Flavor profile: chocolate, honey; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-219,قصر البارون,Baron Palace,٤٥٪ حبشي • ٣٥٪ كولومبي • ١٠٪ بيرو • ١٠٪ برازيلي,45% Ethiopian + 35% Colombian + 10% Peru + 10% Brazilian,فخامة قصر البارون، فنجان عطري يجمع بين رائحة الياسمين وحلاوة الكمثرى والعسل.,"Signature cup.
Flavor profile: honey, jasmine; bright acidity; medium-full body.",رغوة 5 / قوام 4 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 4 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-220,القلعة,Alqlaa,٦٠٪ برازيلي • ٢٠٪ أوغندي • ٢٠٪ يمني,60% Brazilian + 20% Ugandan + 20% Yemeni,قوة وصلابة القلعة، فنجان قوي يجمع بين نكهة الجوز المحمص والكراميل الداكن مع قوام كريمي.,"Bold cup.
Flavor profile: caramel; balanced acidity; full body.",رغوة 5 / قوام 5 / حمضية 3 / مرارة 2 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 3 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,داكن,Dark,,,,,,
,,,,,TRB-221,مرسى علم,Mrsa Alm,٥٠٪ بيرو • ٣٠٪ كوستا ريكي • ٢٠٪ فيتنامي,50% Peru + 30% Costa Rican + 20% Vietnamese,انتعاش مرسى علم، فنجان يجمع بين حمضية التفاح الأخضر وحلاوة العسل في تجربة منعشة.,"Refreshing cup.
Flavor profile: honey, apple; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-222,أبو سمبل,أBw Smbl,٣٥٪ إندونيسي • ٤٥٪ هندي • ٢٠٪ كيني,35% Indonesian + 45% Indian + 20% Kenyan,رهبة أبو سمبل، فنجان غني يجمع بين حلاوة توت العليق ودفء جوزة الطيب والقرفة.,"Comforting cup.
Flavor profile: berry, cinnamon; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 2 / نكهة 4 / رائحة 5,Foam 4 / Body 5 / Acidity 3 / Bitterness 2 / Flavor 4 / Aroma 5,,,,,,,متوسط داكن,Dark,,,,,,
,,,,,TRB-223,جزيرة النباتات,Jzyra Alnbatat,٥٠٪ حبشي • ٣٠٪ كولومبي • ٢٠٪ أوغندي,50% Ethiopian + 30% Colombian + 20% Ugandan,حديقة عطرية، فنجان يجمع بين رائحة زهور البرتقال وحلاوة الكمثرى والعسل.,"Signature cup.
Flavor profile: honey, floral; bright acidity; medium-full body.",رغوة 5 / قوام 4.5 / حمضية 4.5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 4.5 / Acidity 4.5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-224,الكرنك,Alkrnk,٧٠٪ يمني • ١٥٪ كيني • ١٥٪ برازيلي,70% Yemeni + 15% Kenyan + 15% Brazilian,تاريخ الكرنك، فنجان يجمع بين حلاوة المشمش وعسل السدر الفاخر مع التوابل الدافئة.,"Luxurious cup.
Flavor profile: honey; bright acidity; full body.",رغوة 4 / قوام 5 / حمضية 4 / مرارة 1 / نكهة 4 / رائحة 5,Foam 4 / Body 5 / Acidity 4 / Bitterness 1 / Flavor 4 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-225,بورفؤاد,BwrfؤAd,٤٥٪ فيتنامي • ٣٠٪ بيرو • ٢٥٪ هندي أرابيكا,45% Vietnamese + 30% Peru + 25% Indian Arabica,فنجان كلاسيكي، يجمع بين الشوكولاتة الداكنة والمكسرات مع لمسة ترابية أصيلة.,"Signature cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-226,شرم الشيخ,Shrm Alshykh,٥٥٪ أوغندي • ٢٥٪ حبشي • ٢٠٪ كولومبي,55% Ugandan + 25% Ethiopian + 20% Colombian,متعة شرم الشيخ، فنجان فاكهي يجمع بين حلاوة الأناناس والكراميل والفواكه الاستوائية.,"Signature cup.
Flavor profile: caramel, pineapple; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 4.5 / مرارة 2 / نكهة 5 / رائحة 5.5,Foam 5 / Body 5 / Acidity 4.5 / Bitterness 2 / Flavor 5 / Aroma 5.5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-227,المعمورة,Almamwra,٤٥٪ كوستا ريكي • ٣٥٪ حبشي • ٢٠٪ إندونيسي,45% Costa Rican + 35% Ethiopian + 20% Indonesian,فنجان راقٍ، يجمع بين رائحة شاي الياسمين وحلاوة الخوخ مع حمضية الليمون المنعشة.,"Refreshing cup.
Flavor profile: peach, jasmine; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5.5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 5.5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-229,العين السخنة,Alayn Alskhna,٦٠٪ جواتيمالا • ٢٥٪ بيرو • ١٥٪ فيتنامي,60% Guatemala + 25% Peru + 15% Vietnamese,استرخاء العين السخنة، فنجان يجمع بين حلاوة الكراميل وشوكولاتة الحليب مع قوام ناعم جداً.,"Signature cup.
Flavor profile: caramel, chocolate; bright acidity; full body.",رغوة 4 / قوام 5.5 / حمضية 4 / مرارة 0.5 / نكهة 4 / رائحة 5,Foam 4 / Body 5.5 / Acidity 4 / Bitterness 0.5 / Flavor 4 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-230,الدرب الأحمر,Aldrb AlأHmr,٤٥٪ برازيلي • ٣٠٪ يمني • ٢٥٪ بيرو,45% Brazilian + 30% Yemeni + 25% Peru,أصالة الدرب الأحمر، فنجان قوي وغني يجمع بين الكراميل الداكن والفواكه المجففة والمكسرات.,"Bold cup.
Flavor profile: caramel; balanced acidity; full body.",رغوة 5.5 / قوام 5.5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5.5 / Body 5.5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط داكن,Dark,,,,,,
,,,,,TRB-231,مراسي,Mrasy,٦٠٪ جواتيمالا • ٢٠٪ هندي • ٢٠٪ فيتنامي,60% Guatemala + 20% Indian + 20% Vietnamese,رفاهية مراسي، فنجان أنيق يجمع بين حلاوة الشوكولاتة البيضاء والفانيليا مع لمسة زهرية رقيقة.,"Signature cup.
Flavor profile: chocolate, vanilla; balanced acidity; full body.",رغوة 5 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 4 / رائحة 5,Foam 5 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 4 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-232X,وسط البلد,Wst Albld,٤٥٪ كولومبي • ٣٥٪ كيني • ٢٠٪ أوغندي,45% Colombian + 35% Kenyan + 20% Ugandan,حيوية وسط البلد، فنجان يجمع بين حلاوة التوت الأزرق (عنبية) والشوكولاتة الداكنة.,"Signature cup.
Flavor profile: chocolate, berry; low acidity; full body.",رغوة 5 / قوام 5 / حمضية 2.5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 2.5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-233,رأس الحكمة,RأS Alhkma,٥٠٪ بيرو • ٣٠٪ حبشي • ٢٠٪ كوستا ريكي,50% Peru + 30% Ethiopian + 20% Costa Rican,صفاء رأس الحكمة، فنجان يجمع بين حمضية التفاح الأخضر وحلاوة العسل مع لمسة زهرية ناعمة.,"Signature cup.
Flavor profile: honey, apple; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-234,الأزهر,AlأZhr,٥٥٪ يمني • ٢٥٪ جواتيمالا • ٢٠٪ فيتنامي,55% Yemeni + 25% Guatemala + 20% Vietnamese,روحانية الأزهر، فنجان يجمع بين حلاوة التمر وعمق الكاكاو ودفء القرفة.,"Comforting cup.
Flavor profile: cocoa, cinnamon, date; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 4 / مرارة 1 / نكهة 4 / رائحة 5,Foam 5 / Body 5 / Acidity 4 / Bitterness 1 / Flavor 4 / Aroma 5,,,,,,,داكن خفيف,Dark,,,,,,
,,,,,TRB-235,قايتباي,Qaytbay,٤٥٪ كيني • ٣٥٪ هندي أرابيكا • ٢٠٪ برازيلي,45% Kenyan + 35% Indian Arabica + 20% Brazilian,فنجان متوازن، يجمع بين حلاوة التوت الأسود والكراميل المملح والمكسرات.,"Signature cup.
Flavor profile: caramel, berry; bright acidity; medium-full body.",رغوة 5 / قوام 4 / حمضية 4 / مرارة 1 / نكهة 4 / رائحة 5,Foam 5 / Body 4 / Acidity 4 / Bitterness 1 / Flavor 4 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRK-001,خان الخليلي,Khan El Khalili,٥٠٪ برازيلي • ٣٠٪ يمني • ٢٠٪ بيرو,50% Brazilian + 30% Yemeni + 20% Peru,فنجان أصيل كأجواء خان الخليلي، يجمع بين الشوكولاتة الداكنة والمكسرات المحمصة وحلاوة التمر.,"Signature cup.
Flavor profile: chocolate, date; balanced acidity; full body.",رغوة 5 / قوام 5 / حمضية 3 / مرارة 1.5 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 3 / Bitterness 1.5 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRK-002,الزمالك,Zamalek,٦٠٪ كولومبي • ٢٥٪ حبشي • ١٠٪ برازيلي • ٥٪ يمني,60% Colombian + 25% Ethiopian + 10% Brazilian + 5% Yemeni,فنجان أنيق وراقي، يجمع بين حلاوة الكراميل ورائحة الزهور البيضاء مع لمسة فاكهية منعشة.,"Refreshing cup.
Flavor profile: caramel, floral; bright acidity; full body.",رغوة 4 / قوام 5 / حمضية 3.5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 3.5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRK-003,الجونا,El Gouna,٧٠٪ جواتيمالا • ٣٠٪ هندي مايسور,70% Guatemala + 30% Indian Mysore,قهوة ناعمة ومريحة، تمنحك إحساسًا بالاسترخاء مع نكهة شوكولاتة الحليب والفانيليا ولمسة قرفة دافئة.,"Comforting cup.
Flavor profile: chocolate, vanilla, cinnamon; bright acidity; medium-full body.",رغوة 3 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 4,Foam 3 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,فاتح,Light,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  Indonesian,إندونيسي ,333,403,433,453
,,,,,,,,,,,,,,,,,,,,,,  Ugandan,أوغندي  ,342,410,440,460
,,,,,,,,,,,,,,,,,,,,,,Brazilian Robusta,برازيلي روبيستا,323,384,414,434
,,,,,,,,,,,,,,,,,,,,,,Brazilian Santos,برازيلي سانتوس  ,490,590,620,640
,,,,,,,,,,,,,,,,,,,,,,Colombian,كولومبي ,620,747,777,797
,,,,,,,,,,,,,,,,,,,,,,Costa Rican,كوستا ريكي,690,830,860,880
,,,,,,,,,,,,,,,,,,,,,,Ethiopian Harrar,حبشي هراري,490,595,625,645
,,,,,,,,,,,,,,,,,,,,,,Ethiopian Lekemti,حبشي لقمتي ,350,420,450,470
,,,,,,,,,,,,,,,,,,,,,,Guatemala,جواتيمالا,710,852,882,902
,,,,,,,,,,,,,,,,,,,,,,Indian Arabica,هندي أربيكا ,545,654,684,704
,,,,,,,,,,,,,,,,,,,,,,Indian Mysore,هندي ميسور,690,830,860,880
,,,,,,,,,,,,,,,,,,,,,,Indian Robusta,هندي روبيستا ,365,445,475,495
,,,,,,,,,,,,,,,,,,,,,,Kenya,كينيا ,690,830,860,880
,,,,,,,,,,,,,,,,,,,,,,Name,اسم البن,بن أخضر,تحميص فاتح,تحميص وسط,تحميص غامق
,,,,,,,,,,,,,,,,,,,,,,Peru,بيرو,670,804,834,854
,,,,,,,,,,,,,,,,,,,,,,Vietnamese,فيتنامي  ,343,406,436,456
,,,,,,,,,,,,,,,,,,,,,,Yemeni,يمني ,1010,1217,1247,1267
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
